id,store_name,email,phone_number,address,product_name,price,quantity,category,description,date_added,date_updated,seller_name,rating,review_count,image_url,weight,dimensions,material,color
326,شركة الرياض للتجارة,4cxgz716@example.com,+966 589908587,شارع جامعة الدول العربية، الدمام، 96094,حساب توصيل طلب طلب نشط حالة.,398.97,50,رياضة,تقرير توصيل معايير تأكيد حالة نظام. خطوة ملف توصيل ملف فني موقع تسليم مالي فاتورة. عمليات خطوة مراجعة دعم مالي معايير مراجعة خطوة معالجة. تقرير فني فني ملف موافقة متابعة فريق متابعة نجاح موقع تأكيد تس,2020-10-01,2026-02-20,يوسف المصري,3,1,نشط معايير عميل مستندات بيانات حالة.,72.0,39 سم × 57 سم × 17 سم,حديد,أخضر
327,شركة الرياض للتجارة,tfyok7wh@gmail.com,+966 578879516,شارع جامعة الدول العربية، القاهرة، 85699,تقرير بيانات تحديث مالي توصيل نجاح.,488.29,80,أثاث,موقع مراجعة توصيل مالي تقرير فاتورة ملف موقع ملف نشط مالي. موافقة مراجعة سائق متابعة نجاح حساب موافقة معايير. طلب مستندات تقرير مستندات فاتورة فني توصيل تأكيد نجاح موافقة. تسليم بيانات عمليات سائق توص,2023-11-10,2025-01-26,خالد محمود,5,593,مستندات نظام فني نشط دعم مالي.,10.12,86 سم × 90 سم × 44 سم,بلاستيك,أخضر
328,شركة الرياض للتجارة,nik6ehff@solix-agent.ai,+966 571300840,طريق الملك فهد، الدمام، 89890,تسليم ملف عميل بيانات مراجعة توصيل.,476.39,72,ملابس,تقرير فاتورة مراجعة مالي تحديث فريق تقرير حساب متابعة. نشط نظام مستندات موافقة معايير مراجعة. فني حساب فني فني ملف تأكيد موافقة. معالجة مستندات شحن مالي سائق شحن موافقة موقع متابعة حالة.,2026-02-23,2023-09-26,سارة حسن,3,2,تأكيد متابعة نجاح سائق توصيل تقرير.,62.31,25 سم × 17 سم × 13 سم,بلاستيك,أحمر
329,مؤسسة الحلول الرقمية,r8g7768n@outlook.com,+966 539244968,شارع الملك عبد العزيز، الدمام، 12931,فاتورة ملف ملف موقع معايير طلب.,210.13,5,ملابس,نجاح تحديث معالجة توصيل تحديث شحن تأكيد مستندات حساب. تأكيد فني فريق تأكيد تحديث تقرير متابعة فني. تحديث ملف تسليم فاتورة موقع بيانات.,2016-07-15,2023-05-20,فاطمة الحربي,1,5,تسليم موافقة مستندات موقع بيانات ملف.,35.61,84 سم × 25 سم × 68 سم,خشب,أسود
330,شركة الرياض للتجارة,saz8hba6@yahoo.com,+966 523553932,شارع العليا، الإسكندرية، 78944,حساب تأكيد طلب تقرير ملف معالجة.,395.93,88,رياضة,فاتورة شحن عمليات طلب مستندات عمليات فريق. تحديث توصيل عميل فني فاتورة تسليم نجاح فريق متابعة خطوة تأكيد. موافقة مراجعة سائق فاتورة معايير شحن.,2024-03-09,2018-05-05,زينب سليمان,3,3,عمليات تحديث توصيل تقرير ملف فريق.,78.89,10 سم × 67 سم × 18 سم,خشب,أصفر
331,مجموعة الفوزان,ei92tvvd@outlook.com,+966 567123282,شارع الملك عبد العزيز، الدمام، 33386,عمليات تسليم فني تحديث نظام دعم.,592.33,38,إلكترونيات,دعم متابعة تأكيد مراجعة مراجعة نظام نظام دعم. فريق نجاح تقرير فني عميل تقرير ملف. تقرير تحديث نظام مستندات نجاح فريق حالة معالجة متابعة مراجعة.,2016-03-20,2016-11-17,ليلى محمود,4,29,فريق مراجعة دعم مراجعة تسليم فريق.,23.37,86 سم × 34 سم × 8 سم,زجاج,أخضر
332,مؤسسة الحلول الرقمية,ewowg1y9@solix-agent.ai,+966 509806936,شارع الملك عبد العزيز، مكة المكرمة، 67788,حالة فني شحن موافقة حالة عميل.,670.55,59,إلكترونيات,فريق نشط توصيل موقع بيانات خطوة تقرير مراجعة. نظام طلب شحن ملف عميل خطوة فريق ملف فريق خطوة سائق. تحديث شحن فاتورة حالة مراجعة متابعة عميل مستندات دعم خطوة دعم معالجة.,2017-01-20,2023-09-19,ليلى الشافعي,1,8,نظام تحديث حالة نشط نجاح مستندات.,63.92,40 سم × 83 سم × 42 سم,بلاستيك,أحمر
333,مؤسسة الحلول الرقمية,ui0oeoe0@outlook.com,+966 537396006,طريق الملك فهد، جدة، 72591,طلب طلب تقرير بيانات تقرير تأكيد.,395.74,27,ألعاب,حالة بيانات فريق حالة شحن تسليم بيانات عميل. حساب فاتورة معالجة نظام فني متابعة حساب تحديث مستندات. تقرير موقع دعم ملف تقرير مستندات. حساب موافقة خطوة تقرير حالة معايير تأكيد مراجعة نظام خطوة فاتورة.,2017-08-12,2018-07-25,عبدالله العتيبي,3,10,سائق حساب تأكيد حساب فاتورة فاتورة.,23.57,41 سم × 6 سم × 52 سم,زجاج,أصفر
334,مجموعة الفوزان,ifgnng9h@example.com,+966 564918498,شارع العليا، الدمام، 64765,معايير متابعة فريق معالجة تأكيد نشط.,650.58,96,رياضة,مراجعة موقع شحن تقرير دعم توصيل بيانات معالجة مراجعة. بيانات متابعة مراجعة معالجة شحن. حالة بيانات مراجعة متابعة معايير دعم عمليات توصيل نجاح خطوة تقرير تحديث.,2023-06-12,2025-01-18,عمر العتيبي,3,5,طلب تحديث شحن موافقة طلب عمليات.,71.37,26 سم × 64 سم × 98 سم,بلاستيك,أسود
335,مجموعة الفوزان,flw3ql4v@outlook.com,+966 531217910,شارع جامعة الدول العربية، القاهرة، 80312,نشط موقع فاتورة حساب موقع تقرير.,781.71,53,أثاث,معايير ملف نجاح عميل متابعة تقرير عمليات طلب نجاح. توصيل نشط تقرير موقع موقع بيانات فني موقع خطوة موافقة تحديث بيانات.,2017-09-28,2016-02-25,عمر الخالدي,2,7,عميل موقع مستندات معايير تأكيد فريق.,87.37,59 سم × 56 سم × 59 سم,حديد,أخضر
336,مؤسسة الحلول الرقمية,5h83315p@solix-agent.ai,+966 599063618,شارع جامعة الدول العربية، الرياض، 84132,توصيل مالي فني تسليم نظام فريق.,141.74,36,أثاث,نظام نجاح دعم حساب توصيل نشط نظام عميل. تقرير متابعة فاتورة معايير فريق حالة خطوة شحن خطوة معالجة. فاتورة متابعة تأكيد حساب خطوة معايير متابعة موافقة نشط.,2017-09-09,2024-04-24,عبدالله الشافعي,5,992,شحن تقرير عميل طلب نشط شحن.,12.68,70 سم × 33 سم × 53 سم,بلاستيك,أحمر
337,مؤسسة الحلول الرقمية,9fw5pcxs@solix-agent.ai,+966 595081825,طريق الملك فهد، القاهرة، 24058,موافقة عمليات بيانات موقع مراجعة خطوة.,668.72,8,رياضة,حساب توصيل معايير طلب متابعة تحديث. تقرير تسليم فاتورة سائق تقرير شحن معايير موقع تسليم توصيل فني. نشط مالي متابعة متابعة عميل خطوة توصيل مستندات حالة فريق مراجعة. توصيل بيانات توصيل حالة توصيل فريق م,2015-08-04,2020-07-25,محمد رضوان,1,6,تحديث حساب نجاح تسليم طلب خطوة.,86.66,22 سم × 21 سم × 70 سم,بلاستيك,أحمر
338,شركة التقنية المتقدمة,zx0w18nh@outlook.com,+966 501916728,شارع العليا، الرياض، 86307,مالي موقع فريق سائق فريق فاتورة.,310.48,81,أثاث,موافقة موقع تقرير نجاح عمليات بيانات تقرير نشط تقرير توصيل. خطوة حالة عميل تحديث توصيل دعم عمليات متابعة معايير عميل.,2018-02-20,2024-05-03,علي الحربي,2,5,نجاح مالي نشط حساب شحن معالجة.,59.36,70 سم × 4 سم × 94 سم,حديد,أحمر
339,مجموعة الفوزان,6p858uzp@datafactory.io,+966 513610963,شارع جامعة الدول العربية، مكة المكرمة، 21818,مالي تسليم دعم بيانات عميل تأكيد.,951.81,55,إلكترونيات,توصيل مستندات مراجعة مالي حالة فني طلب تأكيد متابعة. حالة نظام مستندات ملف فني نشط فاتورة نظام نشط خطوة. دعم فني فني توصيل موقع. حساب تأكيد فني عميل سائق تحديث نظام بيانات.,2016-05-27,2018-07-03,ياسمين الخالدي,4,39,معايير دعم دعم خطوة حساب تقرير.,12.71,75 سم × 62 سم × 62 سم,بلاستيك,أخضر
340,شركة الرياض للتجارة,tj6rf8ot@datafactory.io,+966 518978268,طريق الملك فهد، الرياض، 81560,فاتورة تأكيد طلب فاتورة نظام تسليم.,303.06,58,أثاث,مالي بيانات مستندات بيانات توصيل تسليم ملف تقرير. فريق حالة طلب تأكيد حساب موقع.,2019-01-01,2023-05-19,أحمد محمود,5,514,متابعة متابعة مراجعة نظام عمليات دعم.,42.75,94 سم × 95 سم × 24 سم,زجاج,أصفر
341,شركة التقنية المتقدمة,po3trcaq@outlook.com,+966 559206080,شارع الملك عبد العزيز، مكة المكرمة، 89501,تحديث معالجة متابعة مالي دعم ملف.,529.41,84,أثاث,طلب فريق متابعة بيانات مستندات. دعم شحن تقرير معالجة حساب تسليم مستندات فني خطوة.,2019-09-23,2026-01-19,نور رضوان,1,3,حساب متابعة حساب موافقة توصيل شحن.,16.09,55 سم × 9 سم × 3 سم,خشب,أحمر
342,شركة التقنية المتقدمة,wl4qhna6@solix-agent.ai,+966 594586382,شارع التخصصي، الإسكندرية، 69069,نظام تأكيد تأكيد حساب مالي طلب.,347.66,1,رياضة,متابعة خطوة عميل مستندات حالة خطوة حالة تحديث فني نظام مراجعة. عميل موقع تأكيد مراجعة عمليات عمليات شحن حالة معايير نظام متابعة.,2025-07-27,2024-07-10,محمد رضوان,3,3,حساب تسليم موقع تأكيد حساب ملف.,70.03,31 سم × 40 سم × 36 سم,خشب,أسود
343,شركة الرياض للتجارة,f5qezhnd@outlook.com,+966 581530718,شارع التخصصي، الدمام، 85493,موافقة سائق مالي موافقة تحديث سائق.,333.53,60,رياضة,تأكيد مالي طلب سائق تسليم نظام موقع فريق خطوة. نظام فاتورة نجاح طلب مستندات تسليم مالي مستندات مراجعة فاتورة دعم تحديث. فاتورة معالجة تقرير تأكيد فني تقرير متابعة فني مراجعة عمليات موقع.,2018-05-13,2021-07-19,يوسف الغانم,1,2,تسليم دعم بيانات خطوة دعم تحديث.,75.89,24 سم × 95 سم × 6 سم,زجاج,أحمر
