hospital_id,hospital_name,email,phone_number,address,number_of_doctors,number_of_beds,hospital_type,establishment_date,notes,average_rating,price_per_day,total_capacity,number_of_nurses,number_of_departments,is_emergency_available
309,مؤسسة الحلول الرقمية,sfttutkj@solix-agent.ai,+966 514415430,شارع جامعة الدول العربية، القاهرة، 28276,103,1919,جامعي,2015-10-03,موافقة سائق سائق عمليات فريق فاتورة نشط مالي مراجعة موقع. توصيل حساب مالي طلب نشط. معايير موافقة عميل تسليم متابعة مالي معايير.,1.35,3250,1535,2688,23,نعم
310,شركة التقنية المتقدمة,1pm7ykzg@solix-agent.ai,+966 543496040,طريق الملك فهد، الرياض، 58504,437,4978,خاص,2019-12-21,طلب توصيل نجاح مراجعة نظام مستندات بيانات. حساب مراجعة موافقة بيانات تأكيد. طلب فريق معالجة نجاح حالة شحن مراجعة. حالة حساب عمليات نجاح نجاح.,2.97,3535,3982,2660,6,نعم
311,مجموعة الفوزان,6317fkrd@example.com,+966 583908343,شارع جامعة الدول العربية، الدمام، 15395,274,1849,جامعي,2015-08-10,تحديث نظام مستندات مستندات تسليم. فاتورة ملف عمليات حالة سائق مالي نجاح تحديث فني حساب نشط. مستندات شحن عمليات حالة نظام موقع مستندات حالة موقع مستندات حالة معالجة.,2.31,1407,1479,1931,49,لا
312,شركة الرياض للتجارة,2zne4vw9@example.com,+966 557851969,شارع الملك عبد العزيز، القاهرة، 44818,913,4504,جامعي,2023-04-02,نجاح حالة ملف حساب تأكيد عميل توصيل موقع مراجعة حساب شحن. شحن نشط مالي بيانات معايير. نظام دعم معالجة موافقة تأكيد سائق.,4.69,4887,3603,2422,43,نعم
313,شركة التقنية المتقدمة,9bynize7@gmail.com,+966 583450627,شارع جامعة الدول العربية، الدمام، 22097,215,1613,جامعي,2024-12-10,متابعة توصيل عمليات ملف دعم مستندات. مالي فاتورة معالجة مراجعة دعم تحديث تحديث بيانات عميل. نشط موقع فريق معايير بيانات طلب موافقة مستندات عميل خطوة تقرير. تسليم خطوة فني فني موقع دعم.,1.78,3600,1290,536,20,نعم
314,مؤسسة الحلول الرقمية,8gao7da9@outlook.com,+966 546508249,شارع جامعة الدول العربية، الدمام، 59464,537,4346,حكومي,2022-02-18,ملف ملف نشط موقع حالة. عميل عميل سائق توصيل نجاح عميل نجاح تحديث شحن عميل دعم.,3.33,3467,3477,1475,44,نعم
315,مؤسسة الحلول الرقمية,0iftmtu0@outlook.com,+966 564706402,طريق الملك فهد، الرياض، 58874,870,4753,جامعي,2017-06-24,عمليات نجاح فني تأكيد بيانات دعم فاتورة خطوة حالة مستندات نظام. توصيل شحن تأكيد مالي تسليم فني مالي معالجة تحديث تسليم فني مالي. دعم عمليات طلب طلب معالجة عمليات توصيل موقع مراجعة طلب مالي. حساب موافق,4.44,1010,3802,586,26,نعم
316,شركة التقنية المتقدمة,td6xd18r@gmail.com,+966 564933472,طريق الملك فهد، القاهرة، 15657,478,835,حكومي,2019-09-10,طلب تسليم خطوة دعم موقع طلب ملف بيانات عمليات تسليم. حساب خطوة طلب معالجة فريق حساب مراجعة متابعة.,3.14,1486,668,1115,39,نعم
317,شركة الرياض للتجارة,xm6e50o8@example.com,+966 545557489,شارع العليا، القاهرة، 94531,43,131,خاص,2019-12-24,معالجة حساب خطوة معالجة تسليم تأكيد معالجة مستندات تأكيد ملف تقرير طلب. فاتورة حساب فني تأكيد نشط بيانات توصيل متابعة مراجعة فاتورة معايير تقرير. عميل فريق تقرير نجاح تأكيد دعم دعم تقرير حالة عمليات ش,1.03,4023,105,1712,25,لا
318,شركة الرياض للتجارة,z4aoy9b4@datafactory.io,+966 512055950,شارع التخصصي، جدة، 19485,954,4736,حكومي,2018-02-01,تحديث فريق تأكيد بيانات مستندات سائق عميل خطوة فاتورة نظام طلب ملف. خطوة نظام فريق مراجعة نجاح مستندات تحديث خطوة.,4.67,475,3789,1155,33,لا
319,شركة التقنية المتقدمة,lv3rawv0@datafactory.io,+966 539153328,شارع التخصصي، الرياض، 66193,619,4103,جامعي,2023-08-24,موافقة تقرير فني خطوة خطوة فريق فريق فني فني معايير خطوة. مستندات ملف مالي متابعة طلب معالجة. موافقة توصيل حالة معالجة متابعة.,3.48,500,3282,1472,47,لا
320,شركة الرياض للتجارة,v4sxnygz@solix-agent.ai,+966 594655030,شارع العليا، الرياض، 53204,533,1862,جامعي,2024-12-05,معالجة موقع تحديث تأكيد دعم طلب عمليات تقرير شحن حساب شحن. مالي طلب متابعة فني نجاح تأكيد نظام فاتورة تأكيد.,3.07,4080,1490,928,33,لا
321,مؤسسة الحلول الرقمية,g53kzghk@solix-agent.ai,+966 586046943,شارع جامعة الدول العربية، الإسكندرية، 99248,238,327,خاص,2025-01-03,دعم توصيل عميل دعم فريق متابعة طلب فني مراجعة طلب. حالة متابعة تحديث تسليم عمليات.,2.15,2744,262,1400,43,لا
322,مؤسسة الحلول الرقمية,dti0dz1q@datafactory.io,+966 567756739,شارع جامعة الدول العربية، جدة، 83848,233,4191,جامعي,2025-01-05,تسليم تسليم مراجعة موافقة مستندات بيانات مالي نجاح بيانات فني. خطوة حالة شحن تحديث معايير فاتورة. حساب تحديث فريق بيانات فريق نجاح. شحن بيانات موافقة توصيل موقع موقع معايير.,2.18,4980,3353,1053,35,نعم
323,شركة الرياض للتجارة,x84qgxdo@outlook.com,+966 518509929,شارع التخصصي، الرياض، 51532,690,2538,جامعي,2025-10-17,خطوة نشط معايير شحن موقع طلب تقرير. موقع دعم توصيل توصيل عميل. فريق توصيل حالة متابعة توصيل تأكيد دعم. متابعة معالجة موقع فاتورة تحديث نظام تقرير معالجة طلب حساب سائق نجاح.,3.63,4849,2030,326,32,لا
324,مؤسسة الحلول الرقمية,cvvnyhqd@outlook.com,+966 567893133,شارع الملك عبد العزيز، الرياض، 44117,162,4803,جامعي,2017-11-26,تأكيد تسليم موقع توصيل متابعة. تأكيد دعم مستندات معالجة مالي تأكيد فني ملف طلب عميل متابعة دعم. تسليم مالي موافقة شحن فاتورة حالة موافقة نشط.,1.77,3311,3842,2779,31,نعم
325,شركة الرياض للتجارة,yrdicwgh@datafactory.io,+966 538892737,شارع الملك عبد العزيز، جدة، 58116,866,4814,جامعي,2015-07-14,تسليم عمليات شحن فني عميل دعم تحديث نشط. توصيل تقرير موقع سائق مستندات نشط ملف حساب عميل تحديث.,4.71,787,3851,2336,42,نعم
326,شركة التقنية المتقدمة,atgxwfx4@datafactory.io,+966 513230454,شارع العليا، الرياض، 82922,49,4411,جامعي,2023-07-10,طلب فاتورة نشط عمليات دعم حساب خطوة ملف موقع. حساب تقرير مالي معالجة تقرير معايير متابعة شحن موافقة فاتورة حالة. تحديث حالة نظام تسليم معايير مالي. مراجعة عميل تقرير فني نجاح مستندات مستندات.,1.28,500,3529,1878,40,لا
327,شركة الرياض للتجارة,5rzi5iws@example.com,+966 599962205,طريق الملك فهد، القاهرة، 84708,182,2130,جامعي,2024-05-26,طلب تقرير فريق معالجة تسليم متابعة تسليم توصيل. توصيل فريق عمليات معالجة نظام مراجعة فريق. خطوة نجاح بيانات شحن مستندات توصيل تحديث نجاح. تأكيد فريق تقرير طلب نظام دعم موافقة شحن فاتورة تقرير.,1.75,853,1704,523,11,نعم
328,مجموعة الفوزان,9dbu6snz@datafactory.io,+966 599227326,شارع العليا، دبي، 36506,633,2928,حكومي,2022-01-19,عمليات مراجعة بيانات حالة متابعة عمليات متابعة. مراجعة نظام طلب طلب معايير حالة معالجة شحن عمليات فريق طلب ملف.,3.54,2276,2342,1705,23,نعم
329,مجموعة الفوزان,200rwm5x@outlook.com,+966 521458272,شارع العليا، جدة، 34185,500,1897,حكومي,2026-12-03,خطوة ملف مالي مراجعة موافقة مراجعة توصيل عمليات نشط موافقة سائق طلب. فريق مالي حالة فني فني طلب. مراجعة دعم معايير ملف مالي تسليم حالة ملف. معالجة نشط خطوة نشط معالجة حالة تحديث فريق نشط مستندات.,3.24,516,1518,1660,15,لا
330,مجموعة الفوزان,jk1e6w0x@outlook.com,+966 582437383,شارع الملك عبد العزيز، دبي، 65577,778,1187,حكومي,2026-06-17,تأكيد فني مستندات حالة سائق حالة فريق موقع نظام مستندات. مراجعة عميل نشط عمليات مالي تأكيد متابعة ملف نشط معالجة تأكيد.,4.44,1560,950,66,29,نعم
331,شركة الرياض للتجارة,9khd36re@gmail.com,+966 567485276,شارع الملك عبد العزيز، القاهرة، 12575,930,3603,جامعي,2018-11-03,دعم تقرير مالي تأكيد معايير طلب حساب. فريق مالي تحديث متابعة حالة معالجة دعم تسليم. نشط مالي فريق خطوة تسليم توصيل موافقة طلب توصيل مراجعة. فريق فريق تقرير عمليات نظام تسليم تحديث فريق تأكيد خطوة فني.,4.83,4275,2882,1538,36,لا
332,شركة التقنية المتقدمة,iimf7gc2@solix-agent.ai,+966 501274184,شارع الملك عبد العزيز، مكة المكرمة، 14764,956,951,خاص,2016-03-10,حساب عميل فاتورة سائق ملف معالجة متابعة موافقة نجاح تسليم عميل. مراجعة تحديث شحن تقرير عميل دعم نشط. توصيل حساب عمليات بيانات تقرير مالي. توصيل معالجة ملف طلب دعم تسليم تأكيد.,4.9,4299,761,675,33,نعم
333,مجموعة الفوزان,pkhzwl9v@gmail.com,+966 554216139,شارع العليا، الرياض، 92828,509,4867,حكومي,2022-09-09,موافقة طلب معايير دعم موقع توصيل مراجعة عمليات موقع خطوة توصيل. تحديث مالي شحن فني موافقة معالجة. عمليات تقرير نظام نظام موقع توصيل موقع تأكيد توصيل توصيل فاتورة تسليم. عمليات عميل حالة تسليم نشط مراج,3.23,2060,3894,1512,18,لا
334,شركة الرياض للتجارة,u8w3hr17@outlook.com,+966 594780190,شارع الملك عبد العزيز، الدمام، 61068,620,402,حكومي,2021-10-03,موافقة خطوة مالي حساب دعم شحن عمليات تحديث فني. موافقة نظام معالجة خطوة دعم عميل. طلب نظام تسليم نشط مستندات خطوة موقع. تسليم متابعة تقرير تسليم عميل فني خطوة.,3.62,2050,322,2000,35,لا
